therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
TCS_00001,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,148.08,101.25,68.38,6077.03,60.02,41.04,63.02,39.95,23.24,8.96,3.49,3.97,31.57,86.78,91.12,54.418499999999995,89.46000000000001,99.5,92.06,31.595,88.95,5.209999999999997,0,72.06,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00527,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-11-01,2024-11-30,12,therapist,full_time,yes,138.82,86.22,62.11,5593.95,64.88,40.3,68.12,44.79,19.31,16.95,2.08,2.15,17.93,92.4,87.29,54.061499999999995,95.73,95.64000000000001,95.7,32.05,89.845,3.881999999999993,0,73.1,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00528,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2024-12-01,2024-12-31,12,therapist,full_time,yes,145.31,80.35,55.3,5040.36,62.73,34.69,65.87,43.96,25.68,9.35,4.97,2.28,17.92,84.62,95.49,51.75649999999999,97.46,97.79,95.44,34.82,90.055,2.356,0,73.47,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00529,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-01-01,2025-01-31,12,therapist,full_time,yes,161.66,91.88,56.84,6092.56,66.31,37.69,69.63,49.39,19.85,17.51,5.38,2.37,18.25,93.28,96.66,53.488499999999995,99.0,94.21000000000001,95.26,34.620000000000005,94.97,3.189999999999997,0,74.3,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00530,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-02-01,2025-02-28,12,therapist,full_time,yes,156.37,94.79,60.62,6003.05,63.33,38.39,66.5,47.66,27.03,9.71,5.39,3.55,33.46,86.69,85.78,54.58599999999999,97.22,97.19,92.9,37.345,86.235,2.9460000000000015,0,73.64,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00531,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-03-01,2025-03-31,12,therapist,full_time,yes,144.99,85.82,59.19,5570.58,64.91,38.42,68.16,54.28,15.14,10.24,4.82,3.62,33.76,86.49,88.29,53.848,98.65,95.61000000000001,92.76,34.71,87.39,3.0199999999999925,0,73.24,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00532,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-04-01,2025-04-30,12,therapist,full_time,yes,160.75,94.22,58.61,6504.01,69.03,40.46,72.48,52.74,17.0,14.1,2.11,3.37,26.42,91.33,93.54,55.13499999999999,99.23,91.49000000000001,93.26,34.870000000000005,92.435,4.385999999999995,0,73.71,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00533,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-05-01,2025-05-31,12,therapist,full_time,yes,153.08,87.07,56.88,6033.95,69.3,39.42,72.77,51.5,16.24,9.87,4.65,1.84,16.24,87.63,93.57,54.324,99.03999999999999,91.22,96.32,33.87,90.6,4.264000000000004,0,73.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00534,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-06-01,2025-06-30,12,therapist,full_time,yes,142.25,90.53,63.64,6281.88,69.39,44.16,72.86,50.56,15.65,17.89,2.63,1.88,14.79,91.49,90.92,56.49199999999999,94.2,91.13,96.24,33.105000000000004,91.205,6.244000000000001,0,72.94,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00535,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-07-01,2025-07-31,12,therapist,full_time,yes,142.26,98.83,69.47,6791.6,68.72,47.74,72.16,47.3,16.35,16.84,3.95,2.1,17.92,87.02,89.3,57.914,88.37,91.80000000000001,95.8,31.825,88.16,8.351999999999995,0,71.61,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00536,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-08-01,2025-08-31,12,therapist,full_time,yes,152.51,94.87,62.21,6537.49,68.91,42.87,72.36,44.35,22.52,11.0,5.01,3.4,26.77,81.63,86.45,55.9225,95.63,91.61000000000001,93.2,33.435,84.03999999999999,5.783999999999996,0,71.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00537,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-09-01,2025-09-30,12,therapist,full_time,yes,153.02,109.48,71.55,7221.3,65.96,47.19,69.26,41.75,19.17,16.23,3.41,2.5,22.7,91.58,94.11,57.26649999999999,86.29,94.56,95.0,30.46,92.845,8.159999999999997,0,72.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00538,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-10-01,2025-10-31,12,therapist,full_time,yes,145.61,91.92,63.13,6181.62,67.25,42.45,70.61,41.36,18.56,14.52,4.62,2.45,22.66,87.89,94.34,54.620999999999995,94.71000000000001,93.27000000000001,95.1,29.96,91.11500000000001,5.297999999999993,0,72.43,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00539,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-11-01,2025-11-30,12,therapist,full_time,yes,155.66,92.45,59.39,6004.63,64.95,38.58,68.2,51.35,26.63,9.79,4.06,3.06,23.41,81.9,87.63,55.216,98.45,95.57,93.88,38.99,84.765,3.004000000000002,0,73.83,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00540,TH_005,Therapist E,MLT_OUTLET_003,St Julians,Malta,monthly,2025-12-01,2025-12-31,12,therapist,full_time,yes,153.9,108.13,70.26,7512.87,69.48,48.82,72.95,42.33,24.74,17.26,2.37,1.61,15.07,86.62,95.95,58.969500000000004,87.58,91.03999999999999,96.78,33.535,91.285,8.874000000000002,0,72.38,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00541,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,150.65,74.56,49.49,4227.55,56.7,28.06,59.54,44.53,18.67,13.41,3.93,3.65,30.86,87.71,85.15,46.646499999999996,91.65,96.18,92.7,31.6,86.43,5.597999999999995,0,68.78,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00542,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-02-01,2017-02-28,12,therapist,full_time,yes,157.7,96.98,61.5,5410.51,55.79,34.31,58.58,38.09,26.85,15.61,2.43,1.32,11.32,91.23,84.26,50.792500000000004,96.34,95.27,97.36,32.47,87.745,3.62,0,71.94,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00543,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-03-01,2017-03-31,12,therapist,full_time,yes,140.3,89.52,63.81,5347.92,59.74,38.12,62.73,51.0,15.83,11.25,3.49,2.97,24.88,87.69,86.2,53.266999999999996,94.03,99.22,94.06,33.415,86.945,3.2940000000000005,0,72.76,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00544,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-04-01,2017-04-30,12,therapist,full_time,yes,160.74,101.82,63.34,5853.63,57.49,36.42,60.36,50.89,16.79,10.23,5.6,2.95,27.65,91.19,86.46,52.4425,94.5,96.97,94.1,33.84,88.82499999999999,4.002000000000001,0,72.39,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00545,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-05-01,2017-05-31,12,therapist,full_time,yes,146.28,74.48,50.92,4474.01,60.07,30.59,63.07,47.23,20.42,10.68,5.57,1.33,11.18,93.53,89.24,48.994,93.08,99.55,97.34,33.825,91.38499999999999,3.2140000000000017,0,72.22,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00546,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-06-01,2017-06-30,12,therapist,full_time,yes,142.34,71.46,50.2,4023.91,56.31,28.27,59.13,39.98,27.45,8.48,3.61,1.48,12.69,82.6,92.95,47.393,92.36,95.78999999999999,97.04,33.714999999999996,87.775,5.036000000000004,0,70.04,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00547,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-07-01,2017-07-31,12,therapist,full_time,yes,156.55,99.52,63.57,5811.97,58.4,37.13,61.32,39.99,16.15,15.32,2.86,3.7,34.01,87.16,96.7,51.110499999999995,94.27000000000001,97.88,92.6,28.07,91.93,3.879999999999998,0,71.79,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00548,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-08-01,2017-08-31,12,therapist,full_time,yes,158.66,92.18,58.1,5411.89,58.71,34.11,61.65,45.18,27.98,10.8,4.36,2.94,24.15,84.51,85.46,51.8575,99.74000000000001,98.19,94.12,36.58,84.985,1.4159999999999973,0,73.37,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00549,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-09-01,2017-09-30,12,therapist,full_time,yes,152.0,86.78,57.09,4975.1,57.33,32.73,60.2,40.47,20.72,16.12,3.26,3.83,33.73,87.1,90.42,49.2255,99.25,96.81,92.34,30.595,88.75999999999999,2.341999999999999,0,71.78,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00550,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-10-01,2017-10-31,12,therapist,full_time,yes,140.4,87.28,62.17,5176.58,59.31,36.87,62.28,53.07,21.06,15.58,3.91,3.91,32.89,91.79,95.44,53.637499999999996,95.67,98.78999999999999,92.18,37.065,93.61500000000001,2.9980000000000024,0,74.31,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00551,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-11-01,2017-11-30,12,therapist,full_time,yes,158.62,78.55,49.52,4266.05,54.31,26.89,57.03,48.97,23.47,9.53,3.89,3.81,34.15,81.51,91.83,47.2065,91.68,93.78999999999999,92.38,36.22,86.67,6.574000000000002,0,68.89,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00552,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2017-12-01,2017-12-31,12,therapist,full_time,yes,147.08,94.57,64.3,5500.19,58.16,37.4,61.07,54.3,23.71,17.89,5.29,3.29,28.53,88.31,88.77,54.5625,93.54,97.63999999999999,93.42,39.004999999999995,88.53999999999999,4.1860000000000035,0,73.46,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00553,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-01-01,2018-01-31,12,therapist,full_time,yes,153.1,81.94,53.52,4633.71,56.55,30.27,59.38,49.16,25.91,15.63,2.47,1.26,10.05,83.93,84.35,49.785,95.68,96.03,97.48,37.535,84.14,3.567999999999997,0,71.59,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00554,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-02-01,2018-02-28,12,therapist,full_time,yes,157.18,98.74,62.82,5559.06,56.3,35.37,59.12,49.26,24.18,17.53,5.65,1.39,12.12,80.92,87.23,52.70799999999999,95.02000000000001,95.78,97.22,36.72,84.075,3.9579999999999957,0,72.28,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00555,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-03-01,2018-03-31,12,therapist,full_time,yes,155.05,82.09,52.94,4881.07,59.46,31.48,62.43,47.06,27.98,8.0,2.44,3.59,27.28,84.83,84.33,50.596,95.1,98.94,92.82,37.52,84.58,3.1020000000000034,0,71.92,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00556,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-04-01,2018-04-30,12,therapist,full_time,yes,155.98,75.98,48.71,4205.49,55.35,26.96,58.12,54.83,27.36,12.15,5.88,3.65,29.52,90.03,89.41,48.7495,90.87,94.83,92.7,41.095,89.72,6.449999999999999,0,70.46,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00557,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-05-01,2018-05-31,12,therapist,full_time,yes,144.38,84.77,58.71,4771.7,56.29,33.05,59.1,40.72,15.87,15.88,4.7,2.47,22.06,86.59,95.65,48.738499999999995,99.13,95.77,95.06,28.294999999999998,91.12,2.534000000000004,0,71.79,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00558,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-06-01,2018-06-30,12,therapist,full_time,yes,159.82,98.71,61.76,5638.32,57.12,35.28,59.98,51.61,20.38,14.47,3.03,1.35,11.75,86.96,86.72,52.4065,96.08000000000001,96.6,97.3,35.995,86.84,3.1979999999999973,0,72.96,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00559,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-07-01,2018-07-31,12,therapist,full_time,yes,158.75,76.62,48.26,4211.04,54.96,26.53,57.71,47.2,23.66,9.71,2.23,1.35,11.03,88.3,94.64,46.75599999999999,90.41999999999999,94.44,97.3,35.43,91.47,6.326000000000006,0,69.82,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00560,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-08-01,2018-08-31,12,therapist,full_time,yes,153.92,76.97,50.01,4251.05,55.23,27.62,57.99,48.71,27.39,10.87,3.95,1.46,12.57,86.4,95.67,48.248999999999995,92.16999999999999,94.71,97.08,38.05,91.035,5.540000000000008,0,70.98,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00561,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-09-01,2018-09-30,12,therapist,full_time,yes,158.31,101.64,64.2,5935.78,58.4,37.49,61.32,45.6,20.35,11.52,4.41,2.49,22.24,91.83,94.65,52.8025,93.64,97.88,95.02,32.975,93.24000000000001,3.8900000000000023,0,73.22,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00562,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-10-01,2018-10-31,12,therapist,full_time,yes,159.99,100.94,63.09,5898.93,58.44,36.87,61.36,50.74,21.91,9.83,2.49,2.97,26.12,87.77,86.07,53.43299999999999,94.75,97.91999999999999,94.06,36.325,86.91999999999999,3.526000000000005,0,72.97,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00563,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-11-01,2018-11-30,12,therapist,full_time,yes,150.61,72.96,48.44,3940.57,54.01,26.16,56.71,40.27,17.0,17.9,3.38,3.15,27.7,84.67,84.68,44.44799999999999,90.6,93.49,93.7,28.635,84.67500000000001,6.994000000000004,0,66.71,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00564,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2018-12-01,2018-12-31,12,therapist,full_time,yes,142.21,89.68,63.06,5300.09,59.1,37.27,62.06,42.61,21.32,12.58,3.39,2.49,20.77,93.08,85.42,52.3455,94.78,98.58,95.02,31.965,89.25,3.154000000000001,0,72.78,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00565,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-01-01,2019-01-31,12,therapist,full_time,yes,149.25,92.69,62.1,5108.15,55.11,34.23,57.87,40.06,23.03,9.74,2.3,2.32,18.63,86.83,86.86,50.487,95.74000000000001,94.59,95.36,31.545,86.845,4.331999999999995,0,71.07,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00566,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-02-01,2019-02-28,12,therapist,full_time,yes,140.22,80.09,57.12,4308.84,53.8,30.73,56.49,57.33,19.44,14.95,5.24,3.74,29.83,84.47,93.73,50.33749999999999,99.28,93.28,92.52,38.385,89.1,3.7239999999999993,0,72.21,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00567,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-03-01,2019-03-31,12,therapist,full_time,yes,161.82,77.97,48.18,4296.15,55.1,26.55,57.86,53.6,17.52,14.98,5.42,4.15,34.57,95.35,90.17,46.815999999999995,90.34,94.58,91.7,35.56,92.75999999999999,6.862,0,69.39,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00568,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-04-01,2019-04-30,12,therapist,full_time,yes,143.24,80.72,56.35,4687.41,58.07,32.72,60.97,47.16,22.37,12.16,4.1,2.0,18.03,95.24,90.5,50.476499999999994,98.50999999999999,97.55,96.0,34.765,92.87,1.9760000000000049,0,73.69,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00569,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-05-01,2019-05-31,12,therapist,full_time,yes,146.1,89.64,61.36,4841.46,54.01,33.14,56.71,44.64,16.23,8.85,4.63,2.79,22.57,86.17,95.33,49.50999999999999,96.48,93.49,94.42,30.435000000000002,90.75,4.57,0,71.01,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00570,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-06-01,2019-06-30,12,therapist,full_time,yes,155.3,90.34,58.17,5338.19,59.09,34.37,62.04,50.87,17.17,14.7,3.57,2.32,20.24,87.41,95.98,51.24699999999999,99.67,98.57,95.36,34.019999999999996,91.695,1.168000000000002,0,74.13,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00571,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-07-01,2019-07-31,12,therapist,full_time,yes,146.72,72.49,49.41,4111.63,56.72,28.02,59.56,49.94,20.3,11.91,5.28,3.68,34.33,80.47,87.84,47.6815,91.57,96.19999999999999,92.64,35.12,84.155,5.628000000000007,0,69.13,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00572,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-08-01,2019-08-31,12,therapist,full_time,yes,147.9,92.52,62.56,5086.75,54.98,34.39,57.73,42.43,26.0,17.03,2.89,2.02,18.26,80.95,85.17,51.403499999999994,95.28,94.46,95.96,34.215,83.06,4.508000000000002,0,71.03,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00573,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-09-01,2019-09-30,12,therapist,full_time,yes,150.24,83.21,55.38,4794.56,57.62,31.91,60.5,55.8,16.18,14.95,5.71,3.33,25.1,83.41,94.89,50.346999999999994,97.53999999999999,97.1,93.34,35.989999999999995,89.15,2.8100000000000054,0,72.56,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00574,TH_006,Therapist F,MLT_OUTLET_003,St Julians,Malta,monthly,2019-10-01,2019-10-31,12,therapist,full_time,yes,143.56,83.08,57.87,4740.54,57.06,33.02,59.91,48.56,18.02,14.75,3.07,3.26,25.01,86.23,88.8,50.2125,99.97,96.53999999999999,93.48,33.29,87.515,2.0480000000000036,0,72.45,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
